10000 30000
1460 1655 247
4229 2408 0
40 8495 690
9441 150 267
1321 793 682
7320 121 499
5102 4108 164
2630 1524 625
2379 7754 449
9194 9809 7
3035 6976 523
3525 4778 515
1105 6297 672
9004 8930 420
1755 5086 766
7889 1782 289
3145 5347 548
129 4847 392
2273 6730 205
1184 9312 690
715 8472 256
9366 5700 705
3339 3272 926
4691 6733 745
868 8331 867
3759 1340 697
8835 6776 547
2124 5616 88
5863 2882 768
322 8780 962
185 142 683
8767 7257 267
9114 9428 578
1792 3296 990
2045 6413 126
6932 6 470
86 1563 670
5176 4038 305
6093 3079 901
2141 6027 983
3053 3324 634
5107 8392 48
8396 1459 150
6261 9824 186
9525 3760 835
4429 3613 577
5659 7586 361
5992 1514 782
1734 3496 829
5527 8259 913
1598 168 695
730 7621 843
6442 4333 298
933 5557 966
5073 1735 546
3704 9672 598
7141 790 809
7388 3862 583
2061 1910 602
2141 4635 549
228 4430 489
331 7908 100
8646 5510 166
8612 4466 588
2112 762 573
9014 6359 668
3214 1410 804
8255 5320 750
3160 6523 839
9782 145 152
8662 9120 803
6015 2598 933
3267 8673 822
5438 2862 400
4070 4047 480
3743 1653 621
5398 460 59
1447 893 352
1758 250 959
5544 7615 438
2761 1965 622
8242 4695 795
5485 7184 166
4709 2546 767
3754 906 873
3033 1217 61
389 5175 865
6263 1149 571
7119 7689 352
1173 4695 289
1751 3251 478
5054 6444 607
7143 9482 189
3813 34 562
3905 8562 627
5680 4345 301
7927 4553 440
4075 587 936
5845 601 711
6665 4624 591
2672 2845 851
4863 9632 991
6116 5519 335
3582 7224 52
3746 5452 465
332 148 625
3898 4379 932
4605 6979 715
6631 2566 846
7922 6644 115
43 3522 205
9346 6587 863
1424 2641 250
8446 4723 37
2217 1103 889
7215 2421 799
940 4765 986
2221 4201 137
2431 6070 119
5719 910 181
1776 9364 488
7551 2410 260
8609 788 871
8526 5956 568
6330 671 29
949 1065 409
6573 4068 524
743 5458 346
1146 563 399
2887 1444 886
652 2149 737
4974 2759 838
9048 4092 354
2730 3282 860
1514 6538 399
4174 5903 132
1703 4320 13
9997 5662 691
2331 8665 649
4355 2059 649
1649 9312 321
8870 9585 125
9077 9672 688
1536 8680 736
6387 3386 446
7630 4857 238
6110 6 422
9026 9400 125
9990 9636 658
695 5032 322
5193 6077 290
153 3870 967
6475 7717 302
9447 1610 958
2324 1264 920
4825 271 90
5501 5915 559
2512 6432 229
4308 2361 649
8676 4029 980
4296 2298 948
6817 4001 17
339 379 40
3481 6969 247
3423 8237 742
9304 2205 386
7758 8658 84
9159 6457 457
876 6225 774
4501 6950 286
8724 9243 605
3185 7840 319
4964 4169 922
412 5633 57
9272 4533 399
901 2807 397
2346 9881 762
8420 6117 982
5450 8707 595
5596 7389 525
3092 2975 101
4350 8846 474
2400 7876 995
3938 3986 389
4766 3016 448
7564 4510 725
7084 8219 449
7233 9345 4
7784 5937 372
3844 5740 829
2842 4387 149
9684 5592 817
4450 9965 247
5011 2753 143
5628 491 386
5936 1443 203
6680 996 529
8260 82 333
6870 7870 239
2755 1161 470
1796 4300 159
8579 7740 916
7266 7986 932
4804 6054 214
7932 2289 221
5478 8056 482
4023 4219 791
7909 9601 901
9421 8825 0
6096 3338 822
7970 5263 887
8053 9519 755
6659 4092 9
4923 2330 807
2931 223 613
5259 3067 161
6572 9805 586
3903 4402 260
6428 2283 277
9295 4332 768
104 4307 555
9093 8647 990
5596 2648 304
965 8384 424
4195 9306 378
7897 600 145
9299 65 875
1710 3551 689
9928 8932 425
3654 3054 744
6766 6334 202
6243 6229 950
1867 2446 621
476 5360 400
2020 12 830
6793 694 379
6435 8281 415
9922 9165 399
1993 9552 409
3898 7462 845
1498 3893 865
7106 9479 151
2516 8269 215
1501 6999 55
1958 5771 456
5381 4795 773
4864 4591 243
8949 3979 776
5548 9627 193
471 8620 219
1630 8609 889
9431 3060 950
5404 25 135
6629 1059 649
846 192 64
3112 9061 101
7347 5712 842
8094 1756 102
378 7811 145
7722 6140 151
6588 4110 643
1407 8468 753
525 862 884
6756 4816 160
2056 2397 430
4056 9269 52
599 4599 273
5368 9743 629
5634 7966 435
45 7159 815
6980 1487 725
1409 4519 879
9974 7637 701
3917 2387 44
6935 8055 137
3920 8943 977
158 7654 176
4754 3358 358
1334 9460 880
775 7831 53
3124 518 51
5317 5438 946
1740 7818 770
4609 6975 485
8006 7741 150
5189 5909 734
3733 5564 644
4966 4406 550
8229 5016 903
1747 502 416
2639 3838 291
6588 6541 716
1113 7307 148
5267 4096 424
9064 4045 326
7716 6272 933
3283 7977 369
7458 8949 96
1175 401 828
2832 2448 275
6325 8454 403
7771 9752 772
904 3325 120
3368 3096 35
6109 6170 166
3543 7504 500
3855 7413 800
1604 8546 211
7875 8986 64
8317 4153 965
5554 4908 639
9498 4833 519
832 6506 463
3079 3456 797
8719 6758 153
3538 9286 885
5735 7504 348
4547 8701 279
9816 6887 622
8424 7719 184
7697 9009 358
8969 6161 353
1445 1961 166
3039 8808 391
2330 734 547
2599 3146 238
5764 1696 108
53 8571 295
4921 695 786
3155 8909 234
356 3463 505
7456 7366 227
1699 3295 697
2505 9648 869
8728 333 191
5997 1934 49
6357 2515 836
5148 4154 505
7683 7772 393
24 5314 940
3635 2584 718
5725 8963 837
2937 1298 123
6181 2027 178
2711 5636 717
3695 6239 228
7222 2586 72
3311 4561 94
9985 6710 17
3960 2675 74
4101 8027 866
3297 2684 294
848 8445 795
9391 3097 458
8172 1882 327
1023 2634 966
8993 5742 217
9883 7972 366
3351 4451 505
6029 4676 501
8882 499 119
6493 1199 817
2322 9694 661
8959 2084 144
320 7858 28
3831 5407 713
8102 2779 812
3556 1562 524
9676 6895 75
8870 3109 813
4699 6740 343
7641 5222 37
4092 8757 626
3341 8108 774
2604 4054 989
7667 5628 52
6507 707 479
9630 3480 539
9517 6463 744
9616 4166 733
6340 9667 718
9879 8025 233
6184 5077 441
9385 2061 829
6311 2933 603
1482 6231 649
5904 1649 235
6361 8589 355
1905 5496 304
8192 2411 932
9748 2216 889
4845 6304 639
9549 9810 652
9486 5317 523
7991 7384 16
9840 3727 26
6573 314 252
5537 79 939
3590 885 372
1639 4507 177
7723 5910 96
3792 7419 399
5121 7272 213
3852 1360 793
5885 2390 540
1170 7203 274
7990 1196 312
9339 5544 636
8828 8711 439
3226 9474 94
2480 2450 383
2145 3468 489
2921 8932 860
3937 4878 772
8416 5067 528
5994 9635 370
5256 1996 875
226 7796 162
9797 5131 735
2623 5085 56
7655 1432 799
9772 1946 631
7911 825 36
7425 5022 402
163 3424 63
8877 6920 229
8573 8537 250
6053 3493 790
7890 371 324
932 8930 948
1186 6353 856
308 9032 421
8316 1432 232
4328 923 549
1886 8540 935
5655 3223 813
658 221 110
6183 8752 749
9206 2746 18
2010 6968 662
2433 9899 304
4066 2780 442
1154 1089 27
6372 2718 693
6440 4357 816
5458 633 154
5907 9977 381
5626 1957 827
5682 9964 941
4002 8480 700
9726 7863 821
672 6346 661
2166 5780 696
8691 4074 208
7281 2828 151
4829 8272 454
2103 6823 73
7022 1148 288
8931 6255 606
4833 2030 957
6380 8799 544
3689 9479 231
9782 7196 937
9135 3055 375
1221 6424 113
315 7400 226
8816 8698 914
6734 2649 622
6960 8850 433
7906 8889 960
1643 6672 25
2920 115 971
3026 8232 30
6544 2865 540
5947 8474 815
981 1379 85
4990 9142 582
7202 5956 740
1691 8854 521
3162 1678 591
8487 9931 634
7777 6117 811
8282 9450 695
2455 3905 158
5681 3623 537
7048 9036 965
8300 5897 955
9769 4996 884
770 5459 169
1437 8600 111
5610 3215 597
761 1906 768
7226 1471 749
9507 3730 930
9176 925 114
3903 2593 512
6111 4696 171
8414 3470 107
4839 1031 269
9129 7148 884
3836 3968 344
1144 7578 391
2659 8293 637
4245 9021 760
5160 1566 198
1698 2250 56
5287 4382 744
6684 9059 258
4896 8481 99
8742 8111 524
6673 9262 725
2127 5776 27
760 9678 446
9349 5240 603
2331 4022 670
3475 573 693
4089 5952 558
3411 4838 272
6597 9879 56
4141 3565 204
2275 8040 838
4958 9862 595
4660 5905 879
8834 7846 578
1713 7416 448
5373 1276 249
6853 6791 722
1429 4770 111
5713 2753 397
7853 2008 704
5301 2995 977
7665 5030 366
5721 484 535
6495 7913 437
6102 6178 276
4177 9228 504
874 1262 15
1573 6877 264
6291 3671 773
6089 5882 418
8805 7165 359
1857 4211 105
9988 1056 934
8542 9 763
7564 3838 274
5684 3829 844
943 7481 64
1051 5378 202
69 9389 34
3499 195 307
9519 2602 321
156 5203 837
4782 8953 665
5835 4974 74
7541 250 721
8041 5017 709
614 8822 346
5503 4383 263
8595 8927 310
8328 7691 859
6655 1867 701
8461 1246 19
9443 5693 124
7855 7301 506
1325 5183 285
7640 4590 44
4423 5394 561
2653 4667 869
8520 9025 308
8245 8807 406
5062 8794 944
5292 983 940
7675 9053 776
5130 8079 63
8268 8871 58
701 4910 848
1351 9325 296
3195 2849 684
2001 518 476
5170 3154 61
3438 8145 28
7048 3732 394
4808 3068 824
4189 7235 902
5423 2404 399
7242 5620 474
6560 1696 435
9004 6332 773
3491 3037 29
7137 4380 129
6838 3778 513
1741 5218 400
6904 4313 308
3490 567 630
1462 6645 638
1275 9805 604
3735 310 111
7163 5131 750
7656 1679 888
4390 3809 622
8298 7905 192
5358 9314 301
6091 6396 806
2277 5190 174
8447 3324 939
8954 71 873
8725 1436 51
2418 618 676
1145 750 713
5680 2617 881
6020 3323 530
958 3935 608
1786 967 663
6608 1834 416
3478 5915 864
2540 9036 857
9024 1397 920
1242 1313 858
8923 7686 519
7369 7441 6
8810 4483 287
7090 6015 294
4796 1597 729
1901 1529 699
5858 1331 890
2699 2689 135
8893 1031 447
8665 2715 665
6961 3857 64
7607 3384 224
893 2338 357
4486 8018 471
1350 4788 454
1003 6099 437
2015 7146 12
8734 9508 630
1288 4956 253
9903 7257 842
3794 7502 725
4029 1671 870
7520 806 678
6620 3202 784
296 2096 775
5120 7616 212
5925 8082 494
6134 4379 351
4613 3775 316
1859 289 595
8594 302 708
429 755 353
4762 553 698
7805 7613 45
1173 1500 935
782 8155 7
6114 559 940
2787 4714 298
9170 2231 998
2469 7918 993
5688 3588 238
6033 9335 581
3065 1504 536
8225 188 704
4258 4800 837
9139 2832 211
6377 5925 909
6347 8781 158
787 8695 881
9195 9405 635
8276 8902 178
6757 8590 931
797 4043 507
6327 8791 864
5614 8414 936
1674 2858 415
3564 8844 171
1155 2571 468
5618 5915 355
5255 5064 890
2797 9145 525
9497 3658 126
5754 8270 128
6257 7343 332
1373 7109 667
9508 6104 754
4606 2976 454
3793 6971 250
1778 7062 691
6080 8017 751
5770 9330 856
4457 1460 799
2443 3502 931
9402 6810 644
2389 8964 521
9383 3904 836
8616 7532 813
4149 7981 834
340 5766 179
7680 2197 885
8708 4784 556
7857 6405 161
3791 7552 716
6443 8631 186
8476 7115 650
6825 4622 194
9004 5070 816
6907 730 87
7903 6705 926
6896 6187 885
9716 3877 647
803 4459 637
3816 8608 808
9917 4690 918
8803 6291 812
1486 1328 485
1750 6957 775
8199 4346 502
212 847 109
5586 634 786
6008 1405 155
5106 4781 220
3698 7360 984
5338 3231 396
4804 3874 278
9083 675 444
3788 4931 412
8373 5934 34
8467 6735 834
7725 4818 648
3827 2914 323
8519 8868 250
88 2469 783
3982 4945 903
1906 2689 200
2277 5679 394
5663 2868 219
3066 2142 359
9438 6055 438
3942 2739 713
6785 5900 3
1920 4810 370
1821 8380 32
8535 8850 354
5291 8250 556
8126 4583 345
4866 6512 297
4169 9296 658
875 3642 168
8265 509 397
749 379 582
5008 9925 272
8048 6120 233
1953 6011 830
2295 5837 250
6334 3636 713
1702 9426 637
4703 974 108
2322 9717 181
6504 2804 881
1870 6305 911
2924 5073 82
8729 7250 776
3119 3638 798
676 3847 779
9687 3459 541
6078 5688 37
192 771 605
8814 6719 907
6598 4050 745
7550 3691 709
3751 89 486
8413 3192 834
9105 9554 157
3217 609 247
2621 9002 318
6995 6259 483
4191 3435 804
4345 4217 607
9770 5302 629
8488 2504 35
8026 9547 386
9842 4688 335
2885 4086 838
8772 7596 369
4177 6722 150
40 5640 122
125 2681 587
8334 3547 372
6106 6886 986
6646 6740 908
9388 3257 461
8478 7679 768
4954 6272 957
1043 994 66
7865 1683 607
346 6966 383
577 6893 153
5258 8251 192
1343 8219 105
7388 6686 939
2794 9465 707
3853 4930 25
2682 9435 805
9943 7449 453
7033 154 154
5602 9494 844
3850 3026 145
3225 5886 181
2961 1135 850
8543 7912 114
4584 4508 411
5584 2490 613
6531 6612 565
242 2388 266
2116 1910 688
3814 4385 474
6247 9671 769
4484 2657 639
9509 1277 816
3410 2563 31
263 3360 448
139 2656 520
135 5887 551
4929 5845 10
9110 6955 303
5343 1716 538
1484 6653 199
6433 6395 200
1740 3024 288
6721 5973 678
9633 6214 614
9096 8842 810
9236 7806 421
7812 9607 960
9273 3939 366
8561 5642 80
903 3971 356
1508 668 15
7426 8658 22
5623 9324 215
8698 9707 198
5392 2700 818
9526 400 343
8210 756 648
164 3186 43
6277 1583 851
3390 9475 415
6929 953 606
741 744 742
1278 5874 480
4115 3548 741
1236 9578 960
9650 511 429
2151 5793 582
1362 8409 722
5031 6647 9
850 7724 285
5015 6567 286
6835 7408 325
6434 9558 807
2803 9811 191
9686 217 128
7287 2411 459
2831 7447 385
1962 7934 259
4464 3384 692
8783 8114 986
1465 2721 682
483 5258 364
6528 8529 114
2918 5226 62
6642 4944 562
191 1996 525
8632 9893 228
5177 4636 656
3169 2886 957
441 6332 628
3608 5368 74
2892 2425 28
3258 1902 144
6886 6193 70
8653 1679 64
9019 5845 125
5624 3379 430
1163 7787 782
53 1440 869
3776 9967 349
5018 1716 68
4488 5207 50
9137 6098 957
4027 4695 109
5715 2529 274
3591 7297 98
8813 9946 635
1641 8581 573
9351 8218 301
3990 6690 207
3334 7530 80
3518 1035 651
8741 8692 674
3985 8992 802
7955 6456 210
4741 1557 79
6792 5237 407
1214 7994 856
2923 6134 312
7811 8604 640
6768 2786 192
7189 9946 372
4687 1160 758
3822 1539 109
5099 5593 185
326 6363 379
2033 8382 838
233 9840 280
388 5612 551
8366 8778 958
3514 7363 745
7616 5153 297
7906 9794 63
8489 8228 374
2873 1380 133
1505 9173 318
6682 7986 159
6984 8454 315
8916 8929 123
494 6855 363
4637 8296 531
5646 4738 434
1488 1210 412
6827 5642 831
17 70 528
2653 1510 312
9076 8191 631
6981 7023 875
6330 7736 75
9705 7958 599
214 1459 904
1658 8761 118
7944 5008 855
8499 6163 704
8638 4267 751
2870 3739 628
312 2142 781
9387 5150 840
4968 7801 667
9876 651 462
2040 9036 852
1587 3013 726
5843 611 712
9830 5940 880
3538 7367 856
4315 5846 910
7800 1993 922
4906 6145 987
9307 957 746
6754 1571 582
874 4423 600
1451 6648 902
3421 5500 429
2194 3353 273
1608 722 5
6186 763 529
1987 5219 364
5305 9516 441
3801 6101 926
4423 7715 823
6059 395 819
6715 8540 240
4608 3824 710
3354 2000 118
4124 8556 518
6023 4021 118
4572 6427 817
3672 7853 457
5963 4531 777
7406 3978 344
4007 694 378
7383 9824 843
8077 900 459
7348 1423 633
3076 5364 399
6458 4509 368
199 366 718
5267 8936 383
2114 8100 340
8763 4914 993
5632 3450 719
1957 7620 616
1231 7245 899
9974 303 823
1835 2436 40
7105 6888 964
3567 8418 277
5640 2113 256
7260 7197 785
4625 1618 270
6018 3357 329
6086 5264 648
3806 5686 77
1955 3404 356
68 2631 183
7472 2280 890
993 9333 194
5345 7014 138
6689 3136 685
1151 8734 978
28 6529 674
597 2189 446
7147 7670 423
5406 8727 358
7282 5364 434
3528 7289 136
7957 2083 170
3635 2720 142
1497 4578 907
2454 8895 658
950 5710 870
2846 5151 396
8944 1574 946
8555 9684 439
6251 6197 366
7876 3500 890
4268 4320 203
3102 3272 580
541 8274 266
6400 5096 616
5346 2929 155
3257 4322 618
3829 9761 159
6909 2365 749
1568 9931 335
8383 1174 606
7610 5549 728
7046 3388 221
2304 5671 960
2659 1197 568
5957 380 759
2904 7740 713
9726 3597 357
8491 4050 213
3132 8110 402
9643 1858 17
9483 7660 45
3773 1885 869
7923 153 906
8897 8107 953
5424 1201 326
33 1110 899
6750 3408 567
8914 5838 637
4328 6924 951
256 6105 641
5227 725 478
9320 3979 372
8931 599 983
4127 5077 846
7493 3903 150
4152 3119 512
9598 2277 301
1164 6264 183
5436 6912 813
1382 311 486
6142 793 676
1852 6375 879
3297 7422 366
2567 3223 488
8099 917 993
3694 7870 520
1863 3467 791
262 3214 418
7209 1974 42
8530 5374 278
7832 5461 336
1023 716 830
1494 4785 255
732 4570 10
1369 1202 477
4886 3736 493
7583 6181 501
9375 6696 39
5241 3442 619
3288 3218 527
9734 770 542
7832 365 356
8633 4779 989
332 5696 302
9381 4352 226
5356 2259 607
2180 4869 923
4375 9 681
5031 5172 797
5630 3280 495
9392 3993 126
4884 8577 932
9202 4500 349
1915 6774 335
3938 5566 671
9371 114 589
8055 4157 155
5284 8170 12
2581 9736 237
2368 3394 360
1947 7010 401
9048 1498 90
2652 9578 788
9697 471 801
5729 3349 72
7139 5883 354
2055 2491 549
2419 1105 466
5253 4322 71
6112 4663 752
6319 2523 439
9850 8268 691
9837 9893 732
4674 8221 923
8574 3714 665
2481 1486 501
9534 6616 294
4926 9776 360
9116 2882 313
2008 2925 418
9007 366 125
9820 2222 514
893 413 908
4739 7760 699
8249 8679 441
3632 1790 200
704 4687 543
8935 5768 953
3772 4311 659
9322 6744 377
3387 5635 641
4222 7825 736
2046 4336 860
9397 41 750
2785 571 567
254 6815 199
7688 5918 651
7575 3871 497
1044 2748 433
4848 9605 409
2454 287 457
1771 7688 359
5385 8498 903
3595 4820 329
4630 1641 893
4489 5158 797
2968 3316 759
542 8212 885
6770 4412 259
8674 6600 451
6486 2469 439
273 9074 390
2001 9690 509
166 930 194
6283 8416 989
9529 9158 462
2188 9812 890
9137 3052 325
8092 9767 600
6461 2710 476
1 3195 127
2709 1942 786
5511 569 457
5975 4361 750
8645 6420 601
5970 3146 568
1920 3971 715
9994 932 120
698 5084 696
1369 9530 896
6278 3067 788
6397 3351 582
4344 970 19
9317 7287 274
8994 2199 683
4733 6406 598
9696 7269 233
1020 9636 186
5174 7155 442
9348 5688 790
8786 4972 622
2783 673 955
9424 263 323
6973 8991 122
2752 6871 171
621 6818 348
4546 7138 774
4437 1521 419
8987 7497 0
1694 8608 28
9440 5075 409
6146 6442 121
1502 9930 591
1092 4285 700
862 1899 329
4970 2988 10
6259 1216 510
4527 4195 616
4068 1910 266
2817 7257 704
3806 6401 131
4699 3125 524
1393 3930 288
7100 8045 638
9697 5238 567
577 8793 446
8365 8576 334
857 8267 643
16 8299 652
9875 7755 208
2194 11 23
5329 3299 929
8807 7458 292
7188 5765 131
7218 7245 398
6052 8892 168
9457 4291 920
7393 6411 639
5779 9498 409
2044 7291 612
6974 4319 597
5590 7227 626
7676 9576 72
4265 9817 495
5653 3131 136
3614 9374 792
1636 5799 826
8622 6345 475
2202 9123 372
6127 7778 634
9428 5061 461
9607 7975 555
6787 8666 164
4553 7415 759
3579 8336 544
6091 3185 453
2968 8446 117
6129 76 316
302 2690 846
5486 2853 884
2613 2002 631
9096 4205 884
777 6891 505
8863 1820 425
6456 354 806
6348 5922 979
7302 4722 767
108 7408 894
782 2570 100
1616 8685 830
1950 5900 171
8009 2223 247
8461 2621 96
6940 826 70
8146 6654 88
340 9092 133
8488 7701 266
196 3718 65
3666 3057 261
3465 7315 435
4877 3642 307
8400 7676 170
7546 5625 73
4240 3793 677
6273 9800 2
8985 7669 63
8835 1882 662
1468 2022 807
5874 5400 600
2678 8870 50
9937 3891 472
7846 3649 852
774 4283 751
9514 9930 206
1631 5793 458
5271 3127 685
5477 7231 375
4680 4561 909
5020 9989 222
3711 9353 38
391 8534 193
4049 1525 771
7744 9583 304
697 9825 540
1875 9235 442
368 3224 124
4503 949 865
2587 9655 592
8561 8484 518
3404 9472 623
505 301 763
540 5955 225
4181 1406 370
1021 6171 979
5234 2104 45
3687 726 908
6803 3769 477
8173 4109 576
5865 2163 295
1656 9795 441
9658 5884 492
7551 8919 390
7156 5261 986
1398 1086 509
5810 1831 840
7654 1371 624
3818 5551 181
365 8829 207
1326 5824 280
5961 47 202
8222 9003 236
2095 2431 240
7365 4383 276
4406 6475 931
7931 6154 473
8776 9164 1
8085 4603 322
2285 3344 327
439 2968 552
5432 4736 776
9483 7346 240
8464 8322 999
5497 3439 708
9023 4181 888
9709 4839 63
1768 6512 339
229 7685 722
1719 8577 278
4805 4708 996
4634 8887 253
9708 2450 794
6652 8904 42
1771 7377 123
9278 6783 636
7361 1402 280
3156 4188 260
4817 4763 456
3703 9394 524
4916 6119 154
9547 480 856
7353 2410 342
9229 9802 933
4236 5880 68
8538 5782 210
9986 3297 769
5401 1758 311
8338 9665 994
5276 6318 79
2626 3529 877
7847 7235 274
3304 5060 749
2826 4047 574
6855 5210 655
5427 5625 988
3674 5579 300
7580 2183 766
32 7163 745
2292 7869 154
7598 7353 88
1807 614 226
1707 2379 50
2859 807 366
1796 5468 988
4168 6737 667
6038 1614 178
1667 5204 205
8393 7698 88
7844 5446 883
4933 1323 209
8598 8086 235
532 6429 127
1060 7635 29
3424 6852 794
2423 3661 918
3381 1758 730
6336 1870 534
4107 619 909
5194 9349 277
2488 317 408
9695 5890 731
7607 9059 245
7888 9869 983
4640 9231 70
4239 3473 643
6675 8072 530
4926 4951 42
7461 8103 199
7816 5440 132
6941 5118 590
9604 7571 15
2680 5796 417
252 653 732
6476 6483 601
5831 5682 759
8526 8005 780
824 6052 241
4392 3122 617
2296 8746 814
5760 9184 619
3336 3535 70
9398 3855 300
6987 6206 35
710 2123 971
4391 50 894
7215 4367 297
8666 2389 147
7543 2424 133
2936 4235 635
2619 8995 7
3314 6147 12
504 7214 918
5785 8997 748
6909 5631 757
3819 591 621
3762 1546 541
2215 603 833
8924 2094 517
3077 4540 139
59 697 771
7079 7487 992
4301 3583 570
7918 2139 534
7524 439 521
3763 7557 40
8745 1759 15
2375 1803 355
7466 5649 284
9319 3799 842
8053 9717 631
8525 4732 231
482 356 558
2020 3147 37
7151 6730 741
5475 9402 873
6392 3934 333
2186 1386 381
8147 2129 52
1907 4251 618
7451 1032 51
9691 4944 862
2922 7228 712
3590 5250 559
1088 588 713
2395 3458 503
936 6758 428
422 4731 128
5921 6995 687
4403 6458 828
5809 3395 89
7349 7216 164
5690 8397 206
8163 3226 730
7832 4139 234
3448 5541 963
363 752 506
8101 7472 607
8805 4083 174
8406 4410 486
6367 2858 363
1970 9609 607
6280 835 4
3110 8126 794
7857 6190 877
1081 4114 646
6504 1476 254
9926 3115 787
548 7055 57
180 731 450
3620 4714 279
9122 1123 563
5827 7060 691
6497 9989 660
4866 6543 902
3948 9652 17
5963 9354 12
9724 6247 679
6641 5553 390
8069 7055 181
3700 1791 117
6367 163 85
8372 8912 660
8832 2538 746
8978 5527 469
7445 5723 979
9694 572 962
4890 6419 546
3460 517 277
4551 2417 494
7880 3436 862
9337 1466 590
776 4644 728
5526 1808 30
753 1446 120
7792 9063 579
3797 804 731
9536 8073 160
8910 5199 528
7387 6726 586
5391 326 190
9712 201 283
1326 8157 319
3666 9148 796
6103 4869 392
9818 1392 30
2255 6915 42
6565 6519 267
8135 4346 229
8622 2655 836
5684 4991 331
7976 1127 522
9343 1490 371
1154 9491 689
503 3799 754
9622 7138 110
329 5132 212
6422 472 377
2210 3195 42
5726 9881 217
8429 4433 980
7716 8646 220
1387 7685 127
4258 98 821
4745 9744 505
3570 6872 263
1455 2503 827
8718 344 511
2660 8515 964
2399 5958 167
9658 3955 550
1952 2480 801
9763 4201 315
8882 1818 561
8885 9037 233
1961 3087 66
5640 1608 444
8061 2211 274
596 1526 501
9918 5529 507
1393 3819 743
3087 3617 854
137 1061 279
5877 5832 720
7962 9021 359
2707 8578 56
1113 3800 64
3365 2587 986
6111 7214 810
4891 3771 619
7568 737 552
3375 3469 73
2549 2876 191
6379 8384 557
9673 8959 399
8563 6263 576
193 647 253
4393 6006 448
9381 2741 182
7132 7213 955
4324 7776 233
6874 8527 940
6728 3878 203
3361 8034 160
1236 5377 580
5397 6807 855
6671 1330 369
4749 4829 253
6803 4126 909
8285 2304 701
96 6715 334
7804 7465 904
2133 9575 391
1845 3222 588
4840 6588 692
9280 9617 136
2238 2071 237
2489 5530 937
4065 2594 337
666 7991 476
2190 7865 798
9100 3680 260
3198 4776 392
279 9815 220
188 4385 907
9028 7147 946
3340 6652 525
5482 2075 653
6175 3803 647
5719 8309 180
5589 6834 596
9379 9105 990
5542 6534 528
4078 3302 951
345 9779 181
7730 9607 678
1567 9580 982
843 3430 650
4298 2941 400
7437 7853 711
6238 2548 782
3632 4918 592
9679 4926 137
6219 2861 23
7954 4360 440
840 1948 811
8019 7190 32
4855 9895 369
6073 293 279
9621 254 839
9125 1857 394
4447 428 4
4158 5731 996
4087 8786 380
6890 5490 895
5487 4877 506
3041 9806 768
24 6299 901
7934 6182 682
9342 4584 797
8222 4494 422
4490 5126 515
4094 7062 233
2623 6091 5
7145 4163 520
3330 6047 665
9009 2661 417
9609 5941 972
7895 5258 617
3922 8089 49
7978 9846 404
3139 1101 792
7771 5883 824
5457 3423 659
4647 3151 595
3808 7206 345
6947 7009 923
7009 1699 102
3445 3447 827
325 2988 847
4028 5597 55
3310 8706 810
4982 874 770
3104 827 187
6152 9147 947
7052 6248 250
3872 5648 126
3455 1091 429
2759 3072 648
5749 2252 458
4961 4893 941
2125 7810 699
5270 8843 725
3153 3159 505
3240 4519 920
931 3721 479
2702 708 622
9864 871 246
1472 2845 916
28 3732 357
7953 9092 443
4574 4768 685
7124 7453 643
5873 1713 29
8415 1565 351
8421 1220 569
2331 2605 813
2761 9426 235
9606 1294 42
583 8212 978
3625 1109 596
5815 3908 404
9730 2412 239
9183 2609 904
7309 3270 335
532 7564 914
4247 5809 838
4487 2603 414
7126 1651 565
162 2547 303
3132 4856 422
2738 2816 840
8365 927 399
5670 5809 407
9428 209 147
1652 5202 997
7034 6890 20
3508 2747 380
1829 6657 782
3947 9469 17
1087 8525 326
8487 8588 258
8653 2440 953
5196 7552 232
3975 9857 65
6951 534 21
1167 6962 165
4359 2301 138
1756 8713 329
3923 496 965
456 4436 109
4862 8017 673
2831 6190 819
4713 3572 296
3722 9059 961
5460 8626 499
457 8880 112
4976 5512 711
9960 7071 925
2130 8311 246
5895 5321 925
3513 6859 297
4807 1236 729
3643 7559 773
1764 6661 400
2065 7202 102
2958 211 824
2280 1051 618
6809 6303 417
1296 9192 923
3781 5675 360
929 804 437
9693 7868 3
4910 6590 781
2535 2901 566
157 1321 868
7371 425 342
5049 9617 163
2963 2346 791
6995 7908 923
5205 2177 661
4510 7563 578
2948 1891 207
4564 9442 957
2297 7175 347
8708 1329 522
9909 8964 814
8585 5737 230
2696 5718 357
3496 677 637
1513 5036 322
952 1743 783
8634 6428 513
4302 2251 558
3060 5188 59
3780 3965 676
8374 8811 16
1260 2867 720
5896 4566 650
6236 1914 990
7848 1134 431
2816 4960 147
83 6358 994
1245 7738 448
4490 223 388
2185 3661 380
1301 9482 437
4590 1830 450
5159 1090 188
1995 3900 607
6962 2398 76
7186 3876 397
3060 786 471
470 8396 26
2743 2079 631
2499 6719 790
8260 127 197
8346 3938 402
8183 3501 812
3061 3564 0
7362 9320 561
8620 8442 30
4587 3175 554
4289 4944 108
1943 4879 206
7841 3677 88
6864 9431 357
6757 4147 586
6710 8608 578
1740 8751 213
7363 2348 544
6689 4451 132
5148 6707 62
237 3797 539
5946 9353 533
3915 9435 557
9397 7486 86
6073 5741 565
1682 639 965
5358 8262 936
7007 6579 397
8216 187 828
3951 9706 835
8369 713 899
